path,source_group,label,width,height,mode,pixel_sha256,file_sha256,dhash,original_split,split,id
DB - Copy/training/Difetto2/RRT-28R_Img4_A80_S2_[6][45].png,RRT-28R,PO,227,227,L,2ea30d11b1149b66969df6856863e444b67364dd3d4b8f2130130be4964ccd4b,83bb839d3d581b5fd857439133c3885a28523dea47cdc47536fbc1b3df874d3b,4909095384499104685,training,test,test_PO_007
DB - Copy/training/Difetto2/RRT-42R_Img4_A80_S3_[8][22].png,RRT-42R,PO,227,227,L,3b6d04f207b33b7f2956b4d79da8c9609d8eaf806d994584dba7a9e1286fbfab,33a7c9e9597568a267e9149ee32b06605948d7ddf1343d5a94db95ae416049a6,2607022931383301559,training,test,test_PO_008
DB - Copy/validation/Difetto2/RRT-30R_Img4_A80_S3_[8][29].png,RRT-30R,PO,227,227,L,2aa526c954e8baeb233144b7a70c0f21d4a74024d19a3941ea304e3aaf6f165a,292d6804f8c55f75c73f530a887bf54a088a0b5be7dc5dda986185261b0cbda6,3028057044862592100,validation,test,test_PO_009
DB - Copy/training/Difetto2/RRT-28R_Img4_A80_S6_[4][4].png,RRT-28R,PO,227,227,L,2ed87399d66b54e1c90921afa98009ad88711223d64cc0819c66d2092ca2c8f9,d3ccc2c3f959f3d19bbca9fdfba9eb4f6531ba2ddda71a66e4056163feb88a9d,1875611905025836822,training,test,test_PO_010
DB - Copy/training/Difetto2/RRT-98R_Img3_A80_S3_[11][10].png,RRT-98R,PO,227,227,L,ec715d16a67eaeb73f56b74f64cb98ae03ba9797338a4d48cffb9e5f1f18690f,35b97250f42c5b293b3bfbfa7e2f5b58f9e59e220a0bb85b684749be2d1cbea7,14406431311247603768,training,test,test_PO_011
DB - Copy/training/Difetto2/RRT-28R_Img1_A80_S2_[4][42].png,RRT-28R,PO,227,227,L,205688990c25114c41d736c225d0fa6248425fcc09db976080cbbec5c4573c50,e9f62a668f8033d16405b7c73bb4cf85986aff0831aa6b3227351c34ace08179,4503892545373754,training,test,test_PO_012
DB - Copy/training/Difetto2/RRT-102R_Img1_A80_S6_[6][26].png,RRT-102R,PO,227,227,L,c4b90c39ae53f0071752507a4a62da6a2e0360e59e8def9d47b55cbee1498884,913f76b94a4c46a67690a23f76a89870b523d623e821684ef2dccb1362f06457,3194799497700183172,training,test,test_PO_013
DB - Copy/training/Difetto2/RRT-28R_Img3_A80_S3_[5][39].png,RRT-28R,PO,227,227,L,e73c4f7c9a85cfd07203b98dcb34d3f255ad14557c24060813b3b157022df317,c4c971b76d3473ad1c6476522ef4b870c3282c4fa294ed455710517b654109f5,7000391760568599594,training,test,test_PO_014
DB - Copy/training/Difetto2/RRT-30R_Img4_A80_S3_[7][33].png,RRT-30R,PO,227,227,L,bd391c967298790a7409e002393e822888b7f8d34dcb970a3eccfc94a1804051,1bb853b9d374a0bcaa76b9d93e5e576f090226ffe65ff38ee9741abc1463151f,12001165228650560713,training,test,test_PO_015
DB - Copy/training/Difetto2/RRT-102R_Img4_A80_S5_[3][14].png,RRT-102R,PO,227,227,L,afac723d1198b0c817a556efc2abdf7769fd33fb7897e8935464452cbeac1d9d,693f8062f7b03bf1dd36944b24cf5fb730111d5c7b26d5016d6dcbbc3ae96518,7776272208212205391,training,test,test_PO_016
DB - Copy/testing/Difetto2/RRT-28R_Img2_A80_S6_[1][11].png,RRT-28R,PO,227,227,L,bd13e69b5be002b7be5f3648402b629fa338f547a9dc47127995a455bb8ccbe2,12b770809f3a271d98bab4d210e3683a702425ae59efb3d47c6a0b3d4edc20e9,3520812145409194489,testing,test,test_PO_017
DB - Copy/training/Difetto2/RRT-28R_Img3_A80_S7_[1][15].png,RRT-28R,PO,227,227,L,2a26b9793fdee4ab1f0d3c6a4cb2504c0e0903320236496f5248bd657670f7b3,e203362fe1b0f813adcb43565dab312957c47effb7db79353d44709b7a3ebb76,3054501731590642228,training,test,test_PO_018
DB - Copy/training/Difetto2/RRT-42R_Img3_A80_S3_[3][9].png,RRT-42R,PO,227,227,L,c3ef923f84af90259330cc237ccbdbac4a403a0fa879a73abddde93dc9eb7254,2c29a29a3ad90c8621134d6fdbc8a938cb3b35257daa5c4ac7c39e9d495a95b9,15977274886705690864,training,test,test_PO_019
DB - Copy/training/Difetto2/RRT-42R_Img3_A80_S6_[9][9].png,RRT-42R,PO,227,227,L,9ae95567df0552f040a979e7d957ace21529b23ce67cc41cf86cde9f589aee34,e6becb516e0ea67ab4b4a056f5ff5fe663529680df0cde5b55931ce3536a2ae6,17206959253947171876,training,test,test_PO_020
DB - Copy/training/Difetto1/RRT-94R_Img4_A80_S2_[3][44].png,RRT-94R,CR,227,227,L,755e852214285127ebbc5a66dea6e5fc3e5755f07555c33c4c2e22da1e0cc6bf,cdf57ed94dfa6d28a518f0eaed6c2cc26351317c272cd24cf1e3ca12b4f444a7,18157347197785061880,training,application,application_CR_001
DB - Copy/training/Difetto1/RRT-40R_Img4_A80_S2_[9][17].png,RRT-40R,CR,227,227,L,7461271e59dfb84d7a20c4348a24b063515ed510276aee426de352ba3619e6d0,15ae31c0614529e554c9a2e727677fe4f9d97b57635ff9ff6ff1ca77a03f280a,5429986472744772063,training,application,application_CR_002
DB - Copy/training/Difetto1/RRT-40R_Img4_A80_S2_[8][29].png,RRT-40R,CR,227,227,L,59765497f7c44306de211539af91f037b6051805a1e7d11ce591bd9436e81609,ef6d91ee1cfcf435a2d88cfe93a200e5cad5d7ede5e059a6052af9310e79bb8b,8414627362854182619,training,application,application_CR_003
DB - Copy/training/Difetto1/RRT-101R_Img1_A80_S1_[12][8].png,RRT-101R,CR,227,227,L,78f24fbb70f1b08c542bc99010016cea99a8e05ea16f424aa0d6242cea1244e8,72b598238128446387d826d6897c3cb7f6116ad5f8741d518af0997078fbd229,154604822774384130,training,application,application_CR_004
DB - Copy/training/Difetto1/RRT-101R_Img4_A80_S2_[22][11].png,RRT-101R,CR,227,227,L,a8e94af3b2c392b8ffe37250c3dd59e217c980a9cd46ec9cdd8d68501587b6d6,ccd9f77373999e98d4e105b9f0791feeb0675a0da13ae72400716e41a066068a,11392450205739675746,training,application,application_CR_005
DB - Copy/training/Difetto1/RRT-88R_Img2_A80_S4_[26][16].png,RRT-88R,CR,227,227,L,3dc7352c8014c222d42b65e8683f87decde9327d5c32449d07e0c9e13254d850,7535f5d4bd842516560f20d410b59342a324e268b14b20c27c739e08fcb7611d,17923266621599808728,training,application,application_CR_006
DB - Copy/training/Difetto1/RRT-94R_Img2_A80_S2_[4][15].png,RRT-94R,CR,227,227,L,6b6d72c1f9ddd3b30e79bc375786f722ce5ebaad729035b2088e6de9fb7b3415,4ba574d2a22282b1aee6306954d4d0e7a9ec5a694c2a1eca0cb6103db934c441,13907398356969195277,training,application,application_CR_007
DB - Copy/training/Difetto1/RRT-88R_Img1_A80_S5_[23][24].png,RRT-88R,CR,227,227,L,687f96a7eabb245de462b7e331d10918a3074f9ad193dfb3d0d1b1eb4042a2de,6dd978dd7770df276cdb095ffadf3c2378af9139062a2379ef7958faab1ea88b,14425612347638878464,training,application,application_CR_008
DB - Copy/training/Difetto1/RRT-101R_Img2_A80_S2_[19][8].png,RRT-101R,CR,227,227,L,8f3f93ace2d0fd7e2e41521b2225b9c51b4488bcaa7b10da78b23e83b2bacde6,3ee08fa33158b8d3dd3715b5a79f3fd0b357e47e41792fe2eae1ddd30dd33eec,4774804698991526215,training,application,application_CR_009
DB - Copy/training/Difetto1/RRT-94R_Img4_A80_S3_[8][27].png,RRT-94R,CR,227,227,L,e5077069b657d69d7af160e771757fd72a23c416f081fad9132b6b6c9b2a1242,70d9a4eeeccd4ea7ce4d6bc21248e75fb5c7c635fe5e86feaae2bac1b844f418,16965569895977611573,training,application,application_CR_010
DB - Copy/validation/Difetto1/RRT-101R_Img2_A80_S4_[11][7].png,RRT-101R,CR,227,227,L,8ffd773d13e55717b6d80bec50dbbffa42fda8829b35742d7ddd3d4b3b61d478,847596d49359cc461c832065a6d5a46bc7273f59b4c37dfaef47c0798b885279,799992622083618874,validation,application,application_CR_011
DB - Copy/validation/Difetto1/RRT-88R_Img2_A80_S4_[23][17].png,RRT-88R,CR,227,227,L,9acf7891be322226ddead2df177629e4030b761f30ab4f275a77a73bab382e13,1a9b25bcd5ea4394afc62bc73e73f911ab487d47aeedddc81670d3fbbb40ced7,13961637078593245127,validation,application,application_CR_012
DB - Copy/training/Difetto1/RRT-101R_Img2_A80_S2_[23][11].png,RRT-101R,CR,227,227,L,44e2cd8adcd5f1364d9b3b658ac3bfc41d43d2ab60f804d455acee56a7f6ed8e,cc716f12531af8b0184499ff576df13b38cc2fc5b221ba84a5245eadb41fdddf,2170482383881140855,training,application,application_CR_013
DB - Copy/validation/Difetto1/RRT-94R_Img4_A80_S2_[4][48].png,RRT-94R,CR,227,227,L,edbec10161de4b80b7452b937fec11c2475e6fdf72371c411af4d5ae15ebcccc,c789163bc64d8443b0f8ba07141086f45762f498c05e202b1ceb019f84f32a18,17922485095839045798,validation,application,application_CR_014
DB - Copy/validation/Difetto1/RRT-94R_Img1_A80_S3_[5][28].png,RRT-94R,CR,227,227,L,6f76c205b2777d44f0d881059b4c7cafd302b23f1ea5f4df891caa8d7c699116,ba11aa8d1d8668d57651234f2d2396553142887280880b47908d7549aac634a0,6187619980579625866,validation,application,application_CR_015
DB - Copy/training/Difetto1/RRT-88R_Img3_A80_S4_[28][15].png,RRT-88R,CR,227,227,L,dcbcf0e2d4cb14f376912b2cda6c8a61c309f01dde0ffb1287a3e6c6e2dd0402,b161fe62e32d19cb856988a31be187046e3f9550f93ca7e2802718237610364b,10341373608867948150,training,application,application_CR_016
DB - Copy/validation/Difetto1/RRT-101R_Img2_A80_S3_[23][1].png,RRT-101R,CR,227,227,L,7d1b3e8dba9b16ab5ca8fef3b6e6038503b02ea0ddeb5e5b0929f494c9b5b67d,1417b5b05fe185659211f61c9cb7d1f91f38a973a11d65eefcc8e1d4f2f09fac,7152139825973233422,validation,application,application_CR_017
DB - Copy/validation/Difetto1/RRT-88R_Img3_A80_S4_[30][42].png,RRT-88R,CR,227,227,L,85007ff5a743ab64898a84829e4ead5d4accd77ae093ab9dba61ef9de2489580,33b5dc94e4f44435971628c9787115f5dad5a2afc95ca0218ba0ff089df2d78d,2739543939129883495,validation,application,application_CR_018
DB - Copy/validation/Difetto1/RRT-101R_Img2_A80_S1_[22][2].png,RRT-101R,CR,227,227,L,f23b8158b614570f61abbf747474e8b48235d6c104a08f5197b7dd2c1a3303ee,4921a014aa5ec953fc238141faa7590fdc3a0fd8559c428bfd52b134f8b6282e,4665887921660011521,validation,application,application_CR_019
DB - Copy/training/Difetto1/RRT-94R_Img3_A80_S2_[7][44].png,RRT-94R,CR,227,227,L,c516e44f290bca8bb469fd6a7e28b1718a7c4491dbe98f02b112c9e7dd22e6a1,e60156c1a3fda60a026bfcdcb36a30bda9fcee1711eb5572a85dbd7d7262660e,13505661944383405035,training,application,application_CR_020
DB - Copy/validation/Difetto1/RRT-101R_Img4_A80_S1_[26][4].png,RRT-101R,CR,227,227,L,98fa072a86f00a9672e1c8b0f66e9f8a545f22c8907ac1a420f1e3a06bb56fa5,7db9c86b36237a53cd9b27cb062c7d4b862da5ed865f268987398f00496c72e0,6004044077213818428,validation,application,application_CR_021
DB - Copy/training/Difetto1/RRT-88R_Img2_A80_S4_[24][36].png,RRT-88R,CR,227,227,L,e81b95db59f71e5a20d6cb470555154880cf8ddf25597dccae11ca273282fa50,b06cbc3dff842a2975c985d8ec48788e1200181b31534ec18d290aa522c681c0,2613793165121034270,training,application,application_CR_022
DB - Copy/training/Difetto1/RRT-101R_Img2_A80_S3_[11][12].png,RRT-101R,CR,227,227,L,c5e420104a59a6f641b24fa3f1f8cae92c7c4c1fd6dc785bc995f4a0e58b6067,d9c279cc0c6b6f4464fc275694cbd3ca1113f83bb63b8ec57aeefa188b130a86,4777055329507824611,training,application,application_CR_023
DB - Copy/training/Difetto1/RRT-40R_Img2_A80_S2_[9][79].png,RRT-40R,CR,227,227,L,4d72ec0dc5ccef6b3a0a2245a5fed0b7eb00254bcaf4cec81a354ded5e3eef1d,c56990dbdc086ce255514d9df68a42791c963f1edd6a51b382e3d5c85bf46680,756928024204064946,training,application,application_CR_024
DB - Copy/training/Difetto1/RRT-101R_Img3_A80_S1_[20][8].png,RRT-101R,CR,227,227,L,b4f3538bdf16bd07e677050ee4759b829def737e4cf76cdeb0c81d4d4f840d30,436ad758c683907f5ede4e88860d399a0abf0826ecf29536506eef87a2cc1764,2528320852347157090,training,application,application_CR_025
DB - Copy/training/Difetto1/RRT-88R_Img2_A80_S2_[6][20].png,RRT-88R,CR,227,227,L,8b9f1baa6a960f4a9df3d7444064666e2908cdf296dfe39c6584f0db8e015f1c,19a443d3c561184cf35ebf934d1e3ff68db19b0763fdf14904feb7b4e71d4c6b,108368420560519233,training,application,application_CR_026
DB - Copy/training/Difetto1/RRT-101R_Img4_A80_S1_[12][10].png,RRT-101R,CR,227,227,L,64b8fdfcbbc67a831b30ce96843708b3115d0043f0b57f6cb9b4ff9395c2d144,3908d51e7cac0cbcbe0152acf972cb757a83c6ba272372e4270b295b6567334f,3149160948478515256,training,application,application_CR_027
DB - Copy/training/Difetto1/RRT-101R_Img1_A80_S4_[13][4].png,RRT-101R,CR,227,227,L,d1cc94e7de18a0eab66ff28a785f347fa782eca129691a2b22b11d37d48c34be,b3a8b62fc380d7b0cfca46d91db1951397bd579eefa01ca28569dbcd4aefa9d1,2467973710460979979,training,application,application_CR_028
DB - Copy/training/Difetto1/RRT-94R_Img2_A80_S2_[8][39].png,RRT-94R,CR,227,227,L,c77227859e6974fd9ce05b170dcb33f6382cded709827120d4c43e3ce2fec35a,7956b269bb0b5eba2fc507eaa2026e1b38e71013815fd942539927bf4400fa33,17236120050632998895,training,application,application_CR_029
DB - Copy/training/Difetto1/RRT-94R_Img2_A80_S2_[4][37].png,RRT-94R,CR,227,227,L,90fda3c6e1ce4cfe87698b0305166b98f87ad97a1657e09615228f98990a6721,6d1133b74f64d859b968f3cc076cc2677d2aec032781bd68208ffa5789c95d48,10632945393837326263,training,application,application_CR_030
DB - Copy/validation/Difetto1/RRT-88R_Img3_A80_S2_[4][20].png,RRT-88R,CR,227,227,L,2655437e19f41185c325bca8989aa93677402fb96cba577e9d1dd3576203ae2c,215487f987cf8736fbead672140797769489ea7ed7c121687492b97304a9b948,283128547581025,validation,application,application_CR_031
DB - Copy/training/Difetto1/RRT-88R_Img4_A80_S2_[7][7].png,RRT-88R,CR,227,227,L,a321f1327c4f04668ac1d7b6e0918574937630a1ee73accd158a1c58edb04b1e,e85f56d887b46e8bd358dff0c2c7f2612f1ba7ac0a5b2a0edea99ec1f062149f,9944392421306936463,training,application,application_CR_032
DB - Copy/training/Difetto1/RRT-88R_Img1_A80_S1_[11][36].png,RRT-88R,CR,227,227,L,97e72041349debe0535b134440836ef1a8fa524d26f228a1c22c404dda97f7dd,e03f1f7d70c0bdaf81e2663bece94dd55a7d8b703f516e51f0d1ecb2b1f18094,8080237045907769556,training,application,application_CR_033
DB - Copy/training/Difetto1/RRT-88R_Img3_A80_S2_[9][9].png,RRT-88R,CR,227,227,L,470dea878ee37e6bddc06dedc2dd19cc01323c23eadf32b9e0c193853fb40a59,47a2e10ef438524c3fb7bfbe2aea9617d7eac45ee993e8521f082d4896e11d01,208234656644569485,training,application,application_CR_034
DB - Copy/training/Difetto1/RRT-101R_Img3_A80_S4_[15][3].png,RRT-101R,CR,227,227,L,167d339df53fc22a33ded2e69e70b788d4420872186da6bf84d6d8d4189c9ca3,f7abdffa3acf4cc65d8108ac503d9cdfb001c95066577ffdfd2fc9a641f7ee7c,9223736127524259651,training,application,application_CR_035
DB - Copy/training/Difetto1/RRT-88R_Img4_A80_S2_[8][8].png,RRT-88R,CR,227,227,L,b1fe8ae75ec8d6c74130c206a1271f066b2d28ac52401bd27580b76fb4d9f2d0,56470e15cf750b14affbeaceb8804d289d7339c314d0742e638c7d7c1ad8b742,225586139922242670,training,application,application_CR_036
DB - Copy/testing/Difetto1/RRT-88R_Img4_A80_S1_[11][40].png,RRT-88R,CR,227,227,L,2fdb7928a26ec341da90bd9a970e50799ea56327caf594075067f6a37e85294f,e4b7ef78a58e263892320868cac3802f278adda542c1757222ef5bc254dbcedd,531635896328701771,testing,application,application_CR_037
DB - Copy/training/Difetto1/RRT-101R_Img2_A80_S3_[29][16].png,RRT-101R,CR,227,227,L,01cabf05c43b4d08c89b35e1bd6e5c07232a40b135cd7d31d4e6212b207f8eb3,683eefa583cc2cd58bc2a5d787fbd98801586e1c4ff53bc00b744f9717806175,9916111757553634310,training,application,application_CR_038
DB - Copy/training/Difetto1/RRT-101R_Img2_A80_S1_[19][8].png,RRT-101R,CR,227,227,L,3712f7931ec0393852e2ffcc1f818234763ac4b628859b0dedd33d45cb7048dc,e41cf736bad7bcb9006088d647bd6650c64af49858c8745643c83c06ff5926d0,9665593854478998906,training,application,application_CR_039
DB - Copy/testing/Difetto1/RRT-88R_Img2_A80_S1_[9][35].png,RRT-88R,CR,227,227,L,588f50268e82fbb1c14e505ad06a37f7254e66e2e4edf9ddd2f26b8c2bcd9f15,3e85f41ab4b3eb164636d505e3c68ddef9fde427991909e46073f2bb3ecd351a,8662735530571867044,testing,application,application_CR_040
DB - Copy/training/Difetto4/RRT-20R_Img3_A80_S2_[4][57].png,RRT-20R,LP,227,227,L,ca06f216c94d4a393c3abb91af20e9ef762a95eb4d29fa04308e0fd7aae55528,b15a037910fddb91d2d37f42c5ed2960ff5500c569f5e17dbdae2882a409d2a0,4940932734733816451,training,application,application_LP_001
DB - Copy/training/Difetto4/RRT-20R_Img3_A80_S1_[3][61].png,RRT-20R,LP,227,227,L,08d536ab2703fde8abc8aa35c73eb1789d88d21ed8f858eb75f56a03dbc22fbe,0aaa72c8de3eeeb3eb7eb8cac72105a6df939e0ea47bd32b21681c6df86e9067,8260471825877837350,training,application,application_LP_002
DB - Copy/training/Difetto4/RRT-20R_Img3_A80_S1_[7][5].png,RRT-20R,LP,227,227,L,49247dfb24e9b2c751bd49bb0c51c84398591cb283fc8ead7e3aa141f53102c0,6bf5a64ffbaade69c8106ae614c4c0fb58ee3d6f8df3215ff53f9bf23a8e5a6b,56126770201510016,training,application,application_LP_003
DB - Copy/validation/Difetto4/RRT-20R_Img3_A80_S4_[8][87].png,RRT-20R,LP,227,227,L,752a4ad3085035a930afbcc68f216ff1badc49bfeec2415143ede8a242713bb9,1d8b669ac780f2505f109c7b4f4c4ca1be6d81db3b7709fc69eabb9df98b5798,11999890020069949460,validation,application,application_LP_004
DB - Copy/training/Difetto4/RRT-26R_Img3_A80_S2_[11][43].png,RRT-26R,LP,227,227,L,bce4f62f87027a4262649e7b4fc1167b62382627127f7e8b3f7c09c69354637c,f1089dc3296c8c7a04f51f0eace753b757917a172640df774b9367a1157c2d05,9703085053389580682,training,application,application_LP_005
DB - Copy/validation/Difetto4/RRT-26R_Img4_A80_S2_[13][42].png,RRT-26R,LP,227,227,L,f740537335fdd8899c0f80e7a0e9276239b9b60f532255de0679d3287eaac1b2,02db3af6b4c2c76805f001ba2bc13d9a2046d7d076b14f9e6a94065edfaf96d9,3763096518702486994,validation,application,application_LP_006
DB - Copy/training/Difetto4/RRT-26R_Img4_A80_S5_[10][43].png,RRT-26R,LP,227,227,L,7b589a77aa7d65df7e0e190d3e3cdb36ece18fafd17fe58a9d113ae8419586c9,a93dca0e093fc3c9e0a5ef3891befa88f749c65405760ae3e3a4f52b0fca2fe8,15320446657123544150,training,application,application_LP_007
DB - Copy/validation/Difetto4/RRT-26R_Img4_A80_S4_[9][28].png,RRT-26R,LP,227,227,L,5b9309e64d89f3fad510e561d6c665f671bee599636bd1eb95954d206848d7f2,e98c5bbe15ee5a7086fdf799c377b19a5bc4d0de98b1209c14ee75c10bea7e14,3716467052851682566,validation,application,application_LP_008
DB - Copy/training/Difetto4/RRT-26R_Img1_A80_S4_[9][74].png,RRT-26R,LP,227,227,L,a8ac1f5f91fe5acda80df834862b50a42eaa237024d9ce6d81bd880e75cfdaa1,5d154aac239b5cca11746daf4a44d885d00cc0d6d62b433c86528b0a9943c78f,9823973744111534736,training,application,application_LP_009
DB - Copy/training/Difetto4/RRT-20R_Img2_A80_S3_[9][49].png,RRT-20R,LP,227,227,L,9f95d5d49f6333822d5c7e8fc97c08c9fad942e7a46c29d4a45b55202d518149,17865914ed00b9d7fb6c91c794545ada3f33ee39141c62be1eac2a8133031102,9355217891387265104,training,application,application_LP_010
DB - Copy/training/Difetto4/RRT-26R_Img2_A80_S4_[8][82].png,RRT-26R,LP,227,227,L,fad1d3ceaba7ddb59864602964fecb9aabff986024fce50201a6f64022f29a61,ceed8b1bd69d1145f0ca261945f7222ec2084b981939218ed413984fc3371335,8454145232690142619,training,application,application_LP_011
DB - Copy/validation/Difetto4/RRT-20R_Img4_A80_S2_[3][11].png,RRT-20R,LP,227,227,L,52f8b7d606ee0823135e0238e0063d5b840cb4ed578ad0314562225451780871,01dfa9fe0d225304ec99eb807bd790e0915c15733986fbf8f839f03f0c63adde,16656152138552952116,validation,application,application_LP_012
DB - Copy/training/Difetto4/RRT-26R_Img2_A80_S4_[11][1].png,RRT-26R,LP,227,227,L,7a4a19086c444129c3b10d80d9733e5671c0bf1ef0ac5ddaed974cb9f51a4563,3ca8213b40acd1b6bef801404c6fe04bdc1e30903b24116f0968fd9fb1c86755,7993023721928235353,training,application,application_LP_013
DB - Copy/training/Difetto4/RRT-20R_Img4_A80_S3_[9][13].png,RRT-20R,LP,227,227,L,0c1684e832bc3788d0187ed80b2c710f9bbc7a811b2402cf22f5c66b23a6c8c5,c197d5e6c18667fe8d33b008c7fecb5293fbfb55e09bfe79d7ca81ec8fca3300,4832415868830664868,training,application,application_LP_014
DB - Copy/training/Difetto4/RRT-26R_Img4_A80_S7_[7][15].png,RRT-26R,LP,227,227,L,37e6d4d73a043cd07e910e847d08f46a971f50944359741577618384e6330638,410411bfa4ebfaece513517e145fc0980a2df66b9b2df6c5063f672981013f6d,895130909001264333,training,application,application_LP_015
DB - Copy/testing/Difetto4/RRT-20R_Img1_A80_S1_[3][31].png,RRT-20R,LP,227,227,L,51950c2df2784116a7783d66b17abb484aae9d0204afe168b7d62b72b3e6dcab,76e7da8c3b403b042d186b345b263247ffa45d2811900d26ee2f1b2319c18b9f,4693313900265882176,testing,application,application_LP_016
DB - Copy/training/Difetto4/RRT-20R_Img3_A80_S1_[2][2].png,RRT-20R,LP,227,227,L,0bff42c49c1ea7f84928db062fc50fe9db6de241e553a07a6f789d8164952943,2e1d14fa959d4ff0c888a3cf4973aa3353563dc6dfe1f6db0cde5171e779097b,16204216307680340172,training,application,application_LP_017
DB - Copy/training/Difetto4/RRT-20R_Img4_A80_S2_[6][87].png,RRT-20R,LP,227,227,L,346fe7d793218d3727816463baf35479b40708e0a2add9f0bfcd44aaabf8f140,9f3b785cf8a222502a8bf9f8cc73b8a54f1fbf6e1482bca2d1000b8c7eaaded3,5957362730641834597,training,application,application_LP_018
DB - Copy/training/Difetto4/RRT-26R_Img4_A80_S5_[10][28].png,RRT-26R,LP,227,227,L,fe4a524eb4e7e2b2fa5258954bd253a72cb23096bc5714ba4be08f99d49d0ff9,e5ee455ec7cbc8a0e3d20886dd2ecd7506d9df0b79750c0846278bf4f0da67d1,12993105827574878889,training,application,application_LP_019
DB - Copy/training/Difetto4/RRT-26R_Img3_A80_S6_[7][3].png,RRT-26R,LP,227,227,L,69b2830cfa254cad8ddd0a78b11256cf2be048425a0fea4097b4e3e67cf072bf,74e2cf9f493a25f98f776f7b030d6c51aab1f9e2b70e5c376f31ffd2f87b99b2,16564752821826970530,training,application,application_LP_020
DB - Copy/validation/Difetto4/RRT-20R_Img2_A80_S1_[2][37].png,RRT-20R,LP,227,227,L,cbc4244b9d59cd2943eab66799d91c5362ae7c0e3508a821c776390eab8d25cd,17f122c650546e13748f50c5465b02db56e8dff451e1bed9a1b1d45b6c58d2bb,5225339236969096204,validation,application,application_LP_021
DB - Copy/training/Difetto4/RRT-20R_Img4_A80_S4_[11][74].png,RRT-20R,LP,227,227,L,4e5c049fb786bed32ed96f84bba5fcf201a86d210409f3caf6f336fae1095370,86e131a43fce7d93ceaccaaf293990f5df0e462025122032d0bb6fda23f6bb52,10743001337933344918,training,application,application_LP_022
DB - Copy/testing/Difetto4/RRT-26R_Img2_A80_S1_[14][26].png,RRT-26R,LP,227,227,L,6701b8630959895748155d07a624d4483460f98a6bb5d6e7221738464f1a3f20,d6eedfcfcac1d7b50e52a769c2169e90245ace08b0ef7aa1ecc15fac31a0522f,6705183650299286038,testing,application,application_LP_023
DB - Copy/validation/Difetto4/RRT-90R_Img2_A80_S5_[2][10].png,RRT-90R,LP,227,227,L,a4cd2e3311d0b6bc65747fe92b9c8abe82ef6c74bd2d0f18d996a36040cd2064,bafd7530f9e12c25e099305316a456ef1dbf95247df088823358f80184c425db,2305920527014830208,validation,application,application_LP_024
DB - Copy/training/Difetto4/RRT-26R_Img2_A80_S6_[10][19].png,RRT-26R,LP,227,227,L,2a0221e50597c6f4548fd2ced970c608ae6917ae045cf21eb548310898e09adc,b0f30ba83d936626b303edb714ea56943660fc9267d12d717193862cf7a22ea7,2705140083299078994,training,application,application_LP_025
DB - Copy/training/Difetto4/RRT-20R_Img4_A80_S3_[10][79].png,RRT-20R,LP,227,227,L,5e251857be6a8d0571873c638a2658d42c6044a3a5a7c90d25ba67b86651a7b3,fc92b3fc84c1d56a4c616abc78e6fabc257ddd42e2f27d5553752146ffe13e28,7973252938593691470,training,application,application_LP_026
DB - Copy/testing/Difetto4/RRT-90R_Img4_A80_S3_[6][2].png,RRT-90R,LP,227,227,L,0cffc77e5b7769e969dd68254e4759ee045473a475b0321a61a025b45a21bd4d,b3d174c4b75754377931619592aaa85408398ceac56755c62912627885d34950,4701761940958029156,testing,application,application_LP_027
DB - Copy/training/Difetto4/RRT-20R_Img4_A80_S2_[5][88].png,RRT-20R,LP,227,227,L,f47103083f9550c35b4dda33dce4f562c37933bb7fd3c468781e3180893a8a6d,a3717b7453a2c31e9f2a617ae6e9f4256e945e57e2dc24e4ba05955816b92805,11719590614161702020,training,application,application_LP_028
DB - Copy/training/Difetto4/RRT-20R_Img3_A80_S1_[4][75].png,RRT-20R,LP,227,227,L,5ca6f27db2a485d37dff27f5108b8934740df53e774421739026bf3c14c9e436,217b476decc495c04ecefcef05afb77a1982e2823c20621a6896fd6378af0c4b,9852665086058210716,training,application,application_LP_029
DB - Copy/training/Difetto4/RRT-20R_Img1_A80_S4_[10][43].png,RRT-20R,LP,227,227,L,5e31282b389bcb4199f9fcafe5e71a158b369db70f8e3f36e9405acc93aea7ca,0d55ba1c8381cc594ac7842589cd93aa12a324d3498ab218a5666a2ff0d5389a,4415226642442,training,application,application_LP_030
DB - Copy/training/Difetto4/RRT-26R_Img2_A80_S2_[13][24].png,RRT-26R,LP,227,227,L,f0a7135eea74d44b866c71a67f993e749e462fc5ffc2ef1bc619cb7fbc48da7e,aea6ccbdaf5766b1030cb581f2f5c19b49d5a2036c9919d3a7e8558f421725f7,5492150235097628969,training,application,application_LP_031
DB - Copy/training/Difetto4/RRT-20R_Img1_A80_S1_[7][6].png,RRT-20R,LP,227,227,L,c5a8e783542a91257d991d8c9555c50b86bedc494b4a0023208e780ac02de5c0,e1278dc61408e8f30b1b681145ad2facdf39e15a84b29b281cc7f29cad477255,73339624604401664,training,application,application_LP_032
DB - Copy/training/Difetto4/RRT-90R_Img3_A80_S1_[7][31].png,RRT-90R,LP,227,227,L,01328cb17dcd92107e6fbe9a4fee38524cf2d8cda5eb428b5c9ed46d8e856e6d,3bcc63c4e740438695e34ae582da27ab6e7c9fb4346db3a6a3e2ec66ad8f60d2,11337075959611556050,training,application,application_LP_033
