path,source_group,label,width,height,mode,pixel_sha256,file_sha256,dhash,original_split
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S1_[11][78].png,RRT-99R,CR,227,227,L,079f1a1cf3da9835cc5781eddeede381473b5c82d04d9e7107b3ca70e985a32d,e7999c91adc94a0af4270ce71b21ad9e2b1906cf9a542eddff2cede502dc62b4,3760843450354053427,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S1_[15][36].png,RRT-99R,CR,227,227,L,b2316be975525f2b72feefb1b5dd0c3fd206a1206062af882b4eb1967ad9e605,d2ac22b92449a4d818991bb1178b37bf5fed07b002cf6752e90d198f8202d43d,4882895007587395494,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S1_[20][74].png,RRT-99R,CR,227,227,L,b4fe4d0f0146af0b7a9a9f275beac7b24b523893b60a1328d41e90324417fc48,20b36ec5ccacb764a10f17d8ae78b3c3e1b3bd5a2e643b146bc909c0db752a57,7030428914465084211,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S1_[24][76].png,RRT-99R,CR,227,227,L,8c97061379e57c748b2f0743ba2a68027d55d772145fcef864fc8ee4375b580b,1d3b3584801d7738b8777042cd903bbc747199e6ec582c6ef27d384dd802d0ea,5714873992702005007,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S1_[26][76].png,RRT-99R,CR,227,227,L,1b5aa28b1f17293924be1a3e393bce265b3c25bab1280f36a290aaaea94f6b13,354d8b80d2072baff724436c7c232ddb654957ee18335f088954b4afa5571372,5737057193573682983,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S1_[40][54].png,RRT-99R,CR,227,227,L,cca2421b1317bfcd19e110be465477bb81477d43d83ca29bf500673ba497a5ad,16dc5e189598eb3db949a0f7610c83fbeda2ea3d484867a3b4f572618657ed5b,18335406896870602010,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S1_[40][71].png,RRT-99R,CR,227,227,L,b5c5426407ce50f979bd0992a557c2660e78221cd1eddcb00957b5d611aa8020,08a60fb869176ddb75e3c6029ef7d84831ec7de880e529c431ffbd8753017b80,4706720663690922144,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S2_[42][30].png,RRT-99R,CR,227,227,L,09e2475e356526ce8131d40261a5a90dcd48da0b3fa212ef04e5fac30b5af454,48f8a623b12b54fe079524e7805eb82322e7b1974784ab038f5ee14dac28b8b7,17490248605203722289,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S3_[16][53].png,RRT-99R,CR,227,227,L,5c6e481e4c83c986963328e0f82f3147cefd051e9a317acd8017f7edbfee6c9b,f798223ed892c9f241daaf3ad8ebb3728a77c40e2a07ff24ce0f1cda12fb3b97,10329879986480848537,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S3_[20][52].png,RRT-99R,CR,227,227,L,b3bd6f4145057121fbfde2b570b659686916af07d263fe72c1af77bbb40a560c,4cccdfe5d3ab98a8636d9ebf53497720d9916e079051bdc03ded4bde4d00e440,1102624677735831455,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S3_[21][52].png,RRT-99R,CR,227,227,L,e02cd8789f30770b7642abf6efbd430e50e3f97c83e09958dcfeebc81b262386,87873bb60ed2278ffe26920ff2a0d97d0b0f3da5c9679da52b6ae6a3bacabfab,5570756394729577918,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S3_[23][52].png,RRT-99R,CR,227,227,L,edb11b6ef34f91c54e9040737ebf0967e3425b6f4f2e04d3ddc6c24fefa20e80,de920613d6cbcb45ed8b897cf9f6c2c4ddbed272e6951e1402e0e51c8d1b19df,5579122211882317044,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S3_[36][44].png,RRT-99R,CR,227,227,L,f46f0ddeadfbde3c64c772b53f9d68f5d95ed7ed673f6390425a5208fa03e4c1,ac5b2243d4438dff216932c8e9c5b74b8db294684157a2122fa1141094b8b9dd,13966148088916383961,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S3_[41][46].png,RRT-99R,CR,227,227,L,b72246d3c31d8cf136072dffca9bcb87d726a4cbd7a44ac7c1f30f2a8956ac52,96d62d1f5a573cdfeee642d31a378c630d8d23aca5ca1de0059fdf917db896e3,7197145199645912409,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[13][19].png,RRT-99R,CR,227,227,L,c1ee93dd490096f3c15d54da33ae54b67b2f3e7276090729a13ea08f12182b21,03ecda97663dded2b77e514527adb68438848f86133bef928fc675ff0b00b1f4,2188286313177771598,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[17][16].png,RRT-99R,CR,227,227,L,bfade427f5c74c051ff42aeeff877a72dc9ef0726d840a90e294195b5029f382,22a88acb2d6c908ddc68095cc9af9dce1abe108b00fa4c83578fc8addf81e55b,669290923662536268,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[20][1].png,RRT-99R,CR,227,227,L,1328da61c3ea771abd39a4a016a78498ac602e1adcefec3b9ff9fef320cce78d,6b5e0203b3eb95cdc18e76bf52c17560393a87b0defbdbea84d9e3270590224a,479113530541542159,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[24][14].png,RRT-99R,CR,227,227,L,0fc070c7cdb98df1462a53526a1ab0ab7c6d61b3cd44f5889f0ca248067ec2e8,369acef2cadc49455d2467b0a8f073e61ea16268226b569a47d43a5a6a31e4a0,10635604025972872035,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[24][3].png,RRT-99R,CR,227,227,L,4d7aaf69e1afe00f7bc73f69ea7bf4beefdbed6bd06335d71495d44e35396549,dec8830e3a717d0244c316cae85c0b759eb3073cdfff733ac4dd284f98e50518,15766308716387363061,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[27][14].png,RRT-99R,CR,227,227,L,5a6249ac6807e9b9800874457eaf126a29de396b1e8355340d1c12624be779b0,6cbd367eb26070e30477e7e851f561ab6ed788ebbf6e6afa39fa9ae2ad08d7fa,9440481411272896780,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[28][16].png,RRT-99R,CR,227,227,L,c6630abff30c481a3a8295402fba99b2b1cb54bde03c9f9cec300039bb9e9235,34a7521a6f102200848ad3609c14ce4a013e16ed287189cf4e2a132c6ede426b,958224998991341234,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[28][21].png,RRT-99R,CR,227,227,L,8e63f98f4eed130a3b970b175ebf0deb6c26b1bfec80381d1e0645b0595e491f,8e774c89749b8daf030532a5452f0cceeaf1fa0857b3f2244b283425329a8da2,4291242068158033830,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[2][3].png,RRT-99R,CR,227,227,L,ac4c1ef23702f8c08fc0584c0a24ccd54f4b59f1e2acbb69f65cf6a25e289117,8149f5ea6a99f3f9a56eb8270f7d01cab4114c1041ff3b17e71eb53418934d3f,6618507535981316433,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[33][23].png,RRT-99R,CR,227,227,L,0ea658ee3e068667bcb982afdfa781fd64599d5955a56948de0db305fa40607b,4b0daa7bf8348616e1b603e86ca3abbc74aa6f8407e08bf05c8796a7814cf7ee,13168413940783658677,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[36][23].png,RRT-99R,CR,227,227,L,357bac0bbc73650028fd6b5759c7d85032b505cbe3011dfb500b22caa21463f1,3b8dd376c7a16de1c1e477528c0f9af823019ef7d35495b635fc24754343d15c,13023203093556762776,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[37][18].png,RRT-99R,CR,227,227,L,8eed7c4de599a37e0e95e599346b0b3e15c57a3305189a262abf56b40bb575da,65fbe3b1b27079445fc09c6e9e9ee21b66a615327a6e941b2960adbe82e77675,11881731688821478480,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[37][19].png,RRT-99R,CR,227,227,L,456a86742917f32e286ce5c16c9674d4e78029414978d20fb77c00b0ac5a58d1,b1ad8b252783025444306be83e8a639ad6ea79f00dc66e3bceabea0d050e70d3,5316949651619424432,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[38][25].png,RRT-99R,CR,227,227,L,e3e35e2e556326e84e973cc8fc6be31975aea73e9ff57af4d6cf92c438ea3393,5b727e46824140b3c02ef57d3247d9c1308a322b35c4b9239743ef24a3ba4fb7,15624909905795097138,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[41][50].png,RRT-99R,CR,227,227,L,3aae5fdd7d2aaa07e8ae1f333e6f805f18cc1d0a7ee29d6deaa67b238a6ff586,e6d00d30b6bd7ebcdbdce9ee47881192a01505b3cf90014e86b057183c5a85e8,7261127202875675913,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[8][16].png,RRT-99R,CR,227,227,L,116c261932941bae9b148c33d36d33bece951ecdeab848658e05be2aa33ee1c2,de5f1c3db79a8ce78ca99361e69a3e349067a4da850ec539eba189aad3bcbe48,10815117339266722089,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S4_[8][20].png,RRT-99R,CR,227,227,L,eb8b26f4176434048e5c9ac5c52016fb5a71232961624fbb456ccd287fa2cc11,4d6de98dac1ac536dd52201f9eb264c4aa61fd97b85e0397a61e561f3144482c,7233962127180774836,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S5_[16][15].png,RRT-99R,CR,227,227,L,4b5805f471cedeea5ecde8989219023d35e7490919ff16493bbc6805db842108,25f22a78d8a39c535edb60fc292fc8bfab290957f277fc21e39e3b940e4701d9,11033073184903466831,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S5_[38][6].png,RRT-99R,CR,227,227,L,627b636fc6ef61d1f89e58cf35ca7138ca65adb45e592f576887f0d0c3042b72,a89e221cf4ed25a8e113456325d6ee0fb14b51db842eee24bb294880a3d5d1da,4340751490382261098,testing
DB - Copy/testing/Difetto1/RRT-99R_Img2_A80_S5_[42][14].png,RRT-99R,CR,227,227,L,54994e175d9a50ab7f5dcffa330e1bd1b7abd5e535b33d0b30fa8d40d8f013d6,b3877913e3a0fee57361926590ff0d19beebb017086e468c0c1f55b7ec6009fa,9702766556303699342,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S1_[21][77].png,RRT-99R,CR,227,227,L,fa8cb3dd375cdec63f7f65d8a9433cd719819c81bcd98c0bbd068fe5b9b30b78,9d95e31e3f7af27952e62789947cd0d90cf43d6d623a01e5ee86d112a73958bd,10199966646787718460,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S1_[23][74].png,RRT-99R,CR,227,227,L,984c738a68210a64f8aaa96a64ff466a8a5985a85496bc2cdf8946251dac01ff,79ce3419bfc6dd3e6296877ef2e0a6234fb751f8fdd418cffed54ab11adc5571,6435946865426105091,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S1_[37][74].png,RRT-99R,CR,227,227,L,abd33e5b9cbcf091ff9358993061687d6a671208d06eafd2625bc9fabbce79a7,9087763df902c2ced47063183fefec57e89898712be126f9fc7a79c16e6e7ad1,3289764212402490631,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S1_[40][72].png,RRT-99R,CR,227,227,L,9e166e9eae7eb2aff5c3129401d29202789cce59c063c3bf8c44831cdeb8747f,f0ebe4084e5936adf6da6ce77ee6b8983c5b1deffd316548aa3cea864164ff09,9764722098601758792,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S1_[40][77].png,RRT-99R,CR,227,227,L,30ea2c051a488b312f74858ffba1ec2a2ece4727da6b5ff3ea37252ddd707043,afebb6ef02d43b77d3e37c4d9bb38155a2e2102456cd4e554a210828d95c05a1,17940363289912948024,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S1_[42][74].png,RRT-99R,CR,227,227,L,773a0760fd63c4b9b8b6fb7a8eef963a58b72f36d80fda3acb55b14b987f93db,30a572d86c0e27f5e5301833cbe484b93878776c2d7b0bd0eb8659fda4c1929b,796863661770769331,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S2_[11][30].png,RRT-99R,CR,227,227,L,bf6ae6ed25f161339ba76d45103d8740b3839900546283d520d4f7c910af2f63,92c25f595c83f02be352a4d07af296ecc5faef22c03c1bd270a0fb3ba84e5728,3760841259920732467,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S2_[2][26].png,RRT-99R,CR,227,227,L,21f96a9aabd4790397821e380fcacf38719e537478fd545bfe5aa494806078b1,a403b52836a9d7c2d430c4e4d94cb67052d6c1ad2e71170be39e67f72da0089e,6490711057888778657,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S2_[36][22].png,RRT-99R,CR,227,227,L,058fd56718938361defc3eb2c033a97a364fdb387265fad43514bb0b64c4a483,470d72a1d44d1ee9ba7b47ad6f9d45de7fd1f4349c86d3df0f67a3386ef1b564,10577488250595725544,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S2_[39][1].png,RRT-99R,CR,227,227,L,3743e5759e6eb5f6f421362b9cc8ed8348b165598aabfff7d3e6bddcd694b8c8,eced12f507008052197dc78b599fe58ad5633d724c1f8b2ff64e86e67359020d,16407478977537101284,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S2_[41][24].png,RRT-99R,CR,227,227,L,ef8885fe1991a1b4bf96ba09adee8db9c11140686baf4194cda1704337a82d1e,692a16a5f5b1a8ead30624ee49cb407954eb98cc9e301db3560654dab886b2f3,9440392824031826160,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S2_[41][5].png,RRT-99R,CR,227,227,L,3d1c9ade6a544afd0bec408bdaa4d2f8c57e975f6c4f7bf3d5b0d7e735cc5a71,ebd07c7941ef130fb99e1e81e57343dbd45bb0aa3a6d47f947f4d83185c5cf35,4195162695455943949,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S2_[43][6].png,RRT-99R,CR,227,227,L,17ce50a8add0e3deee484ceb9b9e76335498bf1a2b51bf533ee560c2cae413cf,db796a0b7e76587cc674f1af8c8db1b33ac5d0b1282fc5b40a6e277fa222e1f5,7601293589743278386,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S2_[7][26].png,RRT-99R,CR,227,227,L,60013bdf174fd988a28f9f6e083065588904ec0aab18566d2b3d3af687493be8,9d8d2de1094db83a0d874a9273830e54da6be71bc67dbe2276279493f9ca9a49,2961575393109297441,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S2_[7][28].png,RRT-99R,CR,227,227,L,54c4ff4ba6a6fd52773388c7f41524ac57cbd6ae58bb9fefff68635c1f97dee7,89a89ae32db2116937c94e660b1a3dd9ea8c871d7349e33808a61005b59c41f3,12424743683315674252,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S2_[9][27].png,RRT-99R,CR,227,227,L,412f45ce65511b89e219f21d7ccd61925a611c1f3a97c7c8c71e873831d9544b,c6e90fe306fc48ce20ac28a96fd284cdddfdd53964bbe18829da3123f32b7b7a,5135795326619690771,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S3_[20][51].png,RRT-99R,CR,227,227,L,acbd46b394e82f9bbad18890877a3c1756a6b093a34c12db87bbd9038d3af1d5,31d72a7e3fe5789d50d8019b132289576a11fda4e073c0d810b39b62cbb2bb11,479112426718169871,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S3_[21][31].png,RRT-99R,CR,227,227,L,890a5ca333d222602a64c316e90b15b9c8f9d094f0804f471850a18779c1d3b6,881df42078fa2b61b86ac17527a1c5f6abdaaa07359914359db555e4ddce1c72,9462927661484943143,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S3_[27][51].png,RRT-99R,CR,227,227,L,572735514a24e88ddff1f98cb007ec00e7743ba2bea376277a1657f404766885,4828cd23388c97757f47530146d5b25adc2ef00ea03b9b43a5d2c07475c6b0c8,1102848072146086651,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S3_[33][50].png,RRT-99R,CR,227,227,L,676c34fc2d3190226eb4f65a67739f3970b80959ddb7574cbda55c263b72bea2,0cbe535a9707e809d017f75fa3684c92952b25056abec476fad46c33f7790303,17725305008069376818,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S3_[34][45].png,RRT-99R,CR,227,227,L,df0c14f40ab72e8556509f8cc1c1bcdfe5fad13eb5eb20838f0bbf6cb7bba469,59ab9de660fb612ebc4f8e8b02aaa487524d0e2270205979f211a3100098de99,4873900933494575536,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S3_[37][45].png,RRT-99R,CR,227,227,L,682d978b12c5ff9f65d96eb7a1a757b92e6bd747a97e613d59964eb20d1501f6,e67655ff9dbed0f33a1bdf72e310acaed1a1a0cef25a91cf71bb0e72b1438a6c,3689402203286581950,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S3_[40][47].png,RRT-99R,CR,227,227,L,749f7a81ff4e33a1e70487bb43cde19d6ab08ddc202a260c7964bb19782ccf32,c1a4bf762f460d91664c3e40a677852501f34d89538d68abd797ea1764a07216,14305618022232726491,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S3_[42][48].png,RRT-99R,CR,227,227,L,b0096a83a2520a91426f83410379db2cc52a928ad3b335bf2f8b8a30dde2e1aa,c189c2f1f7f13c080cee6a6915b1009ad3a88efc1da60a383dc18609ea7c495f,547160307034191157,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[10][30].png,RRT-99R,CR,227,227,L,198a5e33caef5d258079ca80f6b5923cb55b9ab25b5f96b599199bb471d4bc0b,986826c2d9009cad11fae3c4930d9012c7a8e81700b1305c967c5acacddcbd65,5352748174506888332,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[11][7].png,RRT-99R,CR,227,227,L,7b43198e09050f6fee4dc0fce286f42e07de93bcf4ce5c11834aebf1023b4b83,2d7d16e4afffb1575862e928b90e306e97d55d9ce1303e500bc4506d0f243ac4,11210757840530090157,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[12][16].png,RRT-99R,CR,227,227,L,7b7bd0f57bb4912083c89bdfb5d58ba7e8dde3f58e816df86a7e89ad086172f6,a85ffaa4a5db08db9223e711116324429dab757c3c4caeaf2145836bc1fb32b2,5415905283380169100,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[12][2].png,RRT-99R,CR,227,227,L,ca5e2ade749f1a878e68c0176b9151da5c0ea06f7b09fb0a9af710111f529a81,d19efd5b40d237ae495a0cccef035e8341c58aa501f08d4ba717c13b40658c3f,12002817061767415053,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[12][5].png,RRT-99R,CR,227,227,L,ada505cbd9affc6140ea296c4ad65578a95d0515e07efa2a6f7bc3023d47a9b0,b7eac3abcf34c6fd7b99358835f51ef1048f6dd157ee39f63b802b5a23f9d7a2,3978708403213724522,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[13][17].png,RRT-99R,CR,227,227,L,374d623194aab9b5a9a3198ceebb7c206dc6ca1a19074a7b5a8e16c51542ceef,4dda0dbe481f32f0ca0a0e5b5c02e711f5a72b480d86649f8e731deb924799e9,6220124416808032537,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[13][3].png,RRT-99R,CR,227,227,L,ff93c0b2de47e2df0d04858f6bcd1caa9d43a322809516078800ca5dd7b946b0,e6e1a386844912fd6bc52b8512d3f590d29ffaf62d8d824e0ff6b0a2c0968257,3255273006428789274,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[14][17].png,RRT-99R,CR,227,227,L,deee86a2c4f5f8886d8016f2df06c23fd8e04701a42782727afdd98560910b9a,ed5d6b5928c8392662a3ade6130fe24e950be623f920fe3308bd41bee5dca17c,6003917957872818457,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[20][2].png,RRT-99R,CR,227,227,L,948d0589ccb963be283aeb0cf692728a2ec6caf98fda442c00154d002589fead,4eadeea1b72981a588b09b893386b68364cfec276998b9f3fbf0fd4dc65b1ea7,958507290636720031,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[23][1].png,RRT-99R,CR,227,227,L,5defdb23a59281668a1594f2fceb5efba21c3ecbfe7785ca68f61311a4f99c1d,7d14357edb946a64cfad6cd384495912e77b594f55c17369162ddce181a9ee94,3941215969938905723,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[26][19].png,RRT-99R,CR,227,227,L,09e8cb4fe44af07938aa52b6938c5b4a25df39e959ed010c7ecab26d1a701786,dac43649e28b4d5b7dae6c9fdfb4ca258024ae7e0d2cd1486f1f183f4d812ea9,8604103739766946097,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[29][24].png,RRT-99R,CR,227,227,L,8794654102168859efa45a45c87fcc57ad5aa57b952a7e9ff881ce0851af94ec,0dd0e3472de4e0870f9edc758df1f211102e98daa71db55654cbf5a8ed4ff7a4,15333708245533090923,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[30][19].png,RRT-99R,CR,227,227,L,6320aa3a8b6fbf86b8d421b039068e286793718c2e4b9b7589f3ef9f761e50a0,15c8323a1c3e5b454e72da15bb3b3228f268a47b175d68ce5cdff547e498e73b,14657942664258322761,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[34][20].png,RRT-99R,CR,227,227,L,5687ce1ee281996030e263ba5f6caae7e3a8c356879d65336ac7a4fe377221f7,c6cfb3c9bb19af4806b0798bbf780def2272ff2795a851579f7207f999325940,5932105554904355411,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[37][21].png,RRT-99R,CR,227,227,L,832c14033c3f57e7573e072a396c6d8d6d7aebb0865eaeb2af3578c2b289dbe7,cd371d43ea82aa5ec515b73eb2bfb080ba62a0f4174cef2e2554d11c162e82bb,3181067620764263363,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[39][52].png,RRT-99R,CR,227,227,L,eb124f78846152a9c8545aee9cde2a3483867885de080b340e176ab96cd89a72,220937d9a8482f9f550df2a20646c940b2da7c437836151203bb7bc5516cfb2b,6017674501630866134,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[3][8].png,RRT-99R,CR,227,227,L,8bf7bae8a3c83b42c83d1cf6990a690cd836207fbd072bfc1e6cf496a01326f3,e6635b7774a10cb4e4e7af31c83dc5bbf536e806e251e7dda7b5a5329cd1142a,8172461477927744360,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[40][23].png,RRT-99R,CR,227,227,L,54dc06cb0f7bca0818d5f3d2af09e9569a1163192d0339c9fbc3226856dae8fe,f71139693debc070e57d52c8246e830a835612fbfe5c3c01f503b56a17e8c9cb,13094242957900156678,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[41][50].png,RRT-99R,CR,227,227,L,09305aef4d39aafc6d28c23cfc91b9bfec30768366bd372523965f29d7f0d6fa,b1a1f73315440f859f0737c4e4524878828e7ede9ee24f87193325b0e2d49814,7261122736109753673,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[43][53].png,RRT-99R,CR,227,227,L,d7d2f27a52fd2323ad5f52cc35136a28794b7d4ba311eb005377cb3f6c49fedf,2306f29a16ccc7c58711c43237dff3d319f0d750b5633f36b55cb5da321e3782,2838935784735386693,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[4][8].png,RRT-99R,CR,227,227,L,0a8f4f6177a1034163cca72ca6da5fa35b7b8184bf329c218d1c3aaa9c95ccd3,8cc9b8e7c70a12b538b42080c6b4e23c00ba140c868b04aec05c0d73b5ed542e,8820979524930202148,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[5][7].png,RRT-99R,CR,227,227,L,35db72c2c28465dd38daf775583a4ef3cac0ad946d1e78653d16d613c04fdba8,c86b5d5c260d8acf476e257831ab7ae5c8dfff6468f8a7c57b3cbfe7ac67b58e,13021485117449015956,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[7][21].png,RRT-99R,CR,227,227,L,61aa1f9d367cf254976355ea2f3f29ced461d2d45f134091e837d9bb3a1a7167,02bf2367f1e9fb8561c3b249f094b6fa9aa5035721a0bf75777749942ca87337,17481225411657103986,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[9][21].png,RRT-99R,CR,227,227,L,cc2918da214a8aa141e8392aeade814caa7fc0140333f31d77377078136e6876,6bfe66811165047bc5ad2490b086156aa60e852a538e65dfd5de67ead76c15ea,14547880628263742322,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S4_[9][39].png,RRT-99R,CR,227,227,L,26d0c16625f1070dc31ef8f6eb5ff7f6fe9c3b29f1ba7898da9daa5cc855b2a3,518d361649905774df94d1bd5092b2ca5fb2a32705ae72662ef5ba13834f37c1,451924904637254219,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S5_[17][13].png,RRT-99R,CR,227,227,L,6ec8ee60daed29e91a71fec92d9d9f8ceddcf13603d2b2325c0e5209db754df8,9f305325a2f4adba22fd22a9aa1d336d1508d0f49f97e92a39c29b53a9422957,5157327749769200393,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S5_[26][15].png,RRT-99R,CR,227,227,L,3c95a566e2951c94f4566e4920b4ca30fc6e64c3bdb2ae90365de27651e83d79,884f48c16240c4bffa2d2651bb63ea2902395890490baeced4f0f6106ed92fbd,5126862287572713014,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S5_[31][11].png,RRT-99R,CR,227,227,L,70bb43c2a20a3d8af5e9db6494e08707ff440333dd6ed116af557814ce04cfe1,d0ace554663da36653c3dfc0be42e53c2f129e25ee5ad45837266dea25dcfe06,5778401178950385680,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S5_[33][12].png,RRT-99R,CR,227,227,L,e7b4f2598822d31ca24f207cd1f1f2e0c0735d5d75999e466a0d5682d8c8940a,0c160328fe62e00ec078f331fd2b9cd2538cb0f23034d0d60ffcfcb5c93a2a94,185372247226140945,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S5_[35][15].png,RRT-99R,CR,227,227,L,b983c28d172bd65f478ce2fb0bc48f952dced0ec2b703769b187977bdb443982,b363cf530d441cbfe7e0cbdb09bb3431c31350dbce531359d78998805daddb35,4412711905863212302,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S5_[37][14].png,RRT-99R,CR,227,227,L,5a4eaa1af16fadf7aa529030eca2c8f88b0eb6e0e937ebf62154943bf2975e14,3c50dd31df871eb5f429d165cfe08438c168331ab2d7c4cffbbeef6ab09dfb86,10200132563243542310,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S5_[42][17].png,RRT-99R,CR,227,227,L,113ab909d44d477dce34d9760eb114fbc21d144ad5a72d86063090e4a42d6d9a,0ecc08845c97995d3ee69a0cea5a46371eb3f7c9e0a118f45f26a8ae2e18080c,8802404401091869554,testing
DB - Copy/testing/Difetto1/RRT-99R_Img3_A80_S5_[42][18].png,RRT-99R,CR,227,227,L,b3eca5bd9edca4d5b710e2cdca4a19bffac894823e5490ee3aa3e26f728c7c97,21be96112499bef0626713b00b34498dc5b860599b1fe1d1e7dde5875f84e179,15334995122598507748,testing
